GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1189036844	2021-06-27 07:04:09.739983	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-24	20:02:00	obsr721149	S90726076	Traveling	P22	EBIRD	57	1.191		2	1	G6924117	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1183592166	2021-06-16 19:45:36.371363	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2021-06-16	08:25:00	obsr905658	S90271918	Traveling	P22	EBIRD	111	6.465		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1188059444	2021-06-23 10:18:51.650248	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve--Oregon Park	L6513923	H	33.9566661	-84.6638820	2021-06-23	08:59:00	obsr905658	S90638218	Traveling	P22	EBIRD	79	4.929		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1176761826	2021-06-07 08:42:21.326145	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2021-06-06	08:24:00	obsr905658	S89713625	Traveling	P22	EBIRD	84	5.606		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1177249330	2021-06-07 06:15:52.97853	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-06	18:24:00	obsr721149	S89756939	Traveling	P22	EBIRD	88	3.331		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1182727480	2021-06-14 20:33:09.32131	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Johnson Ferry North Unit	L639366	H	33.9470291	-84.4027891	2021-06-14	20:00:00	obsr169114	S90203668	Traveling	P22	EBIRD	30	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1182420114	2021-06-14 11:24:20.557244	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2	S 	C2	S 		United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-14	10:08:00	obsr100200	S90176833	Traveling	P22	EBIRD	75	1.416		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1188321809	2021-06-23 17:50:05.564921	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			My yard	L301552	P	33.9651224	-84.6660749	2021-06-23	17:30:00	obsr100200	S90662098	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1180853016	2021-06-12 10:21:36.064579	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2021-06-12	09:02:00	obsr905658	S90044275	Traveling	P22	EBIRD	79	4.730		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1181611038	2021-06-13 11:25:50.999131	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067	US-GA_1858	29			Kennesaw Mountain National Battlefield Park--South of Burnt Hickory Rd.	L6445534	H	33.9618504	-84.5939368	2021-06-13	08:25:00	obsr905658	S90108549	Traveling	P22	EBIRD	107	5.656		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1183331091	2021-06-15 20:29:51.72439	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-15	19:14:00	obsr721149	S90252204	Traveling	P22	EBIRD	75	3.862		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1178483878	2021-06-08 16:11:58.977981	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Liberty Hill Cemetery, Cemetery Rd., acworth, Georgia	L15299488	P	34.0709480	-84.6937856	2021-06-08	13:16:00	obsr2550126	S89853706	Stationary	P21	EBIRD	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1180191503	2021-06-11 15:13:22.969122	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve--Oregon Park	L6513923	H	33.9566661	-84.6638820	2021-06-11	08:39:00	obsr905658	S89989361	Traveling	P22	EBIRD	97	5.345		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1192582720	2021-07-01 15:28:13.189197	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Gold Branch Unit	L2965295	H	33.9804493	-84.3799782	2021-06-30	11:46:00	obsr1203461	S91031374	Traveling	P22	EBIRD	135	5.476		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1192650893	2021-06-30 18:54:21.584723	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Cochran Shoals Unit	L225489	H	33.9118818	-84.4485999	2021-06-30	06:30:00	obsr357457	S91038250	Traveling	P22	EBIRD	175	4.828		2	1	G6947365	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189731541	2021-06-27 07:04:09.739983	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-25	19:41:00	obsr100200	S90784595	Traveling	P22	EBIRD	92	2.382		2	1	G6929585	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189731569	2021-06-27 07:04:09.739983	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-25	19:41:00	obsr721149	S90784596	Traveling	P22	EBIRD	92	2.382		2	1	G6929585	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1173892698	2021-06-02 14:53:15.512178	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-02	13:35:00	obsr100200	S89492965	Traveling	P22	EBIRD	78	1.448		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189011921	2021-06-27 07:04:09.739983	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2021-06-24	20:02:00	obsr100200	S90726075	Traveling	P22	EBIRD	57	1.191		2	1	G6924117	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1184970598	2021-06-18 14:39:25.818273	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Noonday Creek Trail--East	L4903088	H	34.0230455	-84.5492510	2021-06-18	06:25:00	obsr357457	S90384838	Traveling	P22	EBIRD	180	6.598		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1191944878	2021-06-29 11:46:52.773363	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Logan Farm Park	L10177778	H	34.0686060	-84.6750290	2021-06-29	10:39:00	obsr905658	S90976557	Traveling	P22	EBIRD	67	4.499		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1181634965	2021-06-13 10:41:07.425848	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Harrison Tennis Center	L8537702	P	34.0393760	-84.4690315	2021-06-13	10:30:00	obsr324313	S90110520	Traveling	P22	EBIRD	9	0.225		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1178460338	2021-06-08 19:00:52.011021	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			5241 Centennial Hill Drive Northwest, Acworth, Georgia, US (34.078, -84.616)	L7241849	P	34.0781809	-84.6162559	2021-06-08	13:57:00	obsr197968	S89851703	Stationary	P21	EBIRD	249			1	1		0	1	0			Calling in deep woods behind house	
URN:CornellLabOfOrnithology:EBIRD:OBS1178963686	2021-06-10 13:07:16.132469	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Logan Farm Park	L10177778	H	34.0686060	-84.6750290	2021-06-09	09:05:00	obsr905658	S89890208	Traveling	P22	EBIRD	87	5.634		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1187496199	2021-06-25 12:30:11.324112	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Logan Farm Park	L10177778	H	34.0686060	-84.6750290	2021-06-22	08:53:00	obsr905658	S90592052	Traveling	P22	EBIRD	72	4.295		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189707053	2021-06-25 21:11:32.585416	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Ellison Lake & Marsh	L1842556	H	34.0027375	-84.6064706	2021-06-25	19:15:00	obsr1857338	S90782891	Traveling	P22	EBIRD	116	8.207		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1192689722	2021-06-30 18:37:36.894327	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Cochran Shoals Unit	L225489	H	33.9118818	-84.4485999	2021-06-30	18:30:00	obsr202737	S91041189	Traveling	P22	EBIRD	175	4.828		2	1	G6947365	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1186894263	2021-06-21 14:34:26.500139	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Lost Mountain Park	L2383267	H	33.9407520	-84.6909803	2021-06-21	08:43:00	obsr905658	S90543386	Traveling	P22	EBIRD	89	5.270		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1184794005	2021-06-18 09:40:06.907378	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Logan Farm Park	L10177778	H	34.0686060	-84.6750290	2021-06-18	08:30:00	obsr905658	S90369599	Traveling	P22	EBIRD	69	5.026		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1450045816	2022-06-03 07:19:32.019905	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Harrison Tennis Center	L8537702	P	34.0393760	-84.4690315	2022-06-03	07:12:00	obsr324313	S112009945	Stationary	P21	EBIRD	6			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1467681755	2022-06-26 14:32:26.505782	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Acworth yard	L3799706	P	34.0619550	-84.6762600	2022-06-25	06:56:00	obsr251270	S113838014	Stationary	P21	EBIRD	48			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1463408540	2022-06-20 12:37:15.868674	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve--Oregon Park	L6513923	H	33.9566661	-84.6638820	2022-06-20	08:45:00	obsr905658	S113357478	Traveling	P22	EBIRD	120	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1469419480	2022-06-29 08:35:02.3865	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Acworth yard	L3799706	P	34.0619550	-84.6762600	2022-06-28	07:16:00	obsr251270	S114019940	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1449738161	2022-06-02 18:24:38.799401	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			My yard	L301552	P	33.9651224	-84.6660749	2022-06-02	18:18:00	obsr100200	S111982319	Stationary	P21	EBIRD	6			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1460198707	2022-06-15 20:46:30.99505	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Greers Chapel Rd NW	L3097205	P	33.9910900	-84.5845000	2022-06-15	11:00:00	obsr307571	S113026779	Stationary	P21	EBIRD	585			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1461838452	2022-06-18 11:49:51.595039	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1	S 	C2	S 		United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Cochran Shoals-Trail System	L19699957	P	33.9077660	-84.4567740	2022-06-18	11:31:00	obsr286396	S113190270	Traveling	P22	EBIRD	18	0.626		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1456889090	2022-06-11 15:42:38.350462	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Hyde Farm	L11735031	H	33.9651370	-84.3908380	2022-06-11	11:51:00	obsr2832567	S112687198	Traveling	P22	EBIRD	225	7.403		7	1	G8539838	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1457718137	2022-06-12 11:32:11.524848	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			3500 Valley Hill Rd NW, Kennesaw US-GA 34.00874, -84.65163	L15686011	P	34.0087360	-84.6516290	2022-06-12	11:27:00	obsr866763	S112775540	Stationary	P21	EBIRD	4			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1460528723	2022-06-16 11:31:24.360578	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			My yard	L301552	P	33.9651224	-84.6660749	2022-06-16	10:26:00	obsr100200	S113056655	Stationary	P21	EBIRD	64			1	1		0	1	0		While working in yard.		
URN:CornellLabOfOrnithology:EBIRD:OBS1467186102	2022-06-25 21:56:29.850644	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Greers Chapel Rd NW	L3097205	P	33.9910900	-84.5845000	2022-06-25	05:08:00	obsr307571	S113789374	Stationary	P21	EBIRD	320			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1463278624	2022-06-20 11:48:05.699268	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-20	08:25:00	obsr532613	S113342312	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1468571703	2022-06-27 20:40:42.625475	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Greers Chapel Rd NW	L3097205	P	33.9910900	-84.5845000	2022-06-27	20:35:00	obsr307571	S113934971	Stationary	P21	EBIRD	4			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1460426057	2022-06-16 08:20:43.76908	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			2702 Lillie Lake Drive	L835961	P	33.9510630	-84.6284848	2022-06-13	12:36:00	obsr57649	S113045082	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1450099993	2022-06-03 08:47:29.410538	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			My yard	L301552	P	33.9651224	-84.6660749	2022-06-03	08:17:00	obsr100200	S112014680	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1468858871	2022-06-28 17:07:02.648387	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2022-06-28	08:31:00	obsr905658	S113962228	Traveling	P22	EBIRD	114	5.524		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1455972446	2022-06-10 12:59:28.713309	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			1520 Burnt Hickory Rd NW, Marietta US-GA 33.96355, -84.59435	L19563341	P	33.9635520	-84.5943500	2022-06-10	10:37:00	obsr1857338	S112601226	Traveling	P22	EBIRD	140	7.589		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1470281732	2022-06-30 15:10:10.936578	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Lake Acworth	L840799	H	34.0579074	-84.6876812	2022-06-30	07:42:00	obsr251270	S114108369	Traveling	P22	EBIRD	39	2.428		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1460505815	2022-06-16 10:49:04.42409	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Leone Hall Price Park, Kennesaw	L1612287	H	33.9956395	-84.6879025	2022-06-16	08:43:00	obsr905658	S113053834	Traveling	P22	EBIRD	95	4.972		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1470091396	2022-06-30 10:00:09.387656	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Logan Farm Park	L10177778	H	34.0686060	-84.6750290	2022-06-30	08:18:00	obsr905658	S114088349	Traveling	P22	EBIRD	101	5.541		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1456880530	2022-06-11 15:42:38.350462	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Hyde Farm	L11735031	H	33.9651370	-84.3908380	2022-06-11	11:51:00	obsr103782	S112685893	Traveling	P22	EBIRD	225	7.403		7	1	G8539838	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1460124659	2022-06-15 17:52:09.795222	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			My yard	L301552	P	33.9651224	-84.6660749	2022-06-15	17:33:00	obsr100200	S113016659	Stationary	P21	EBIRD	18			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1464116637	2022-06-22 13:56:38.439055	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2022-06-21	08:26:00	obsr905658	S113455370	Traveling	P22	EBIRD	105	6.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1467000980	2022-06-26 14:10:49.646289	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			200 Interstate North Pkwy SE, Atlanta US-GA 33.89830, -84.46601	L19828536	P	33.8983030	-84.4660090	2022-06-25	15:22:00	obsr2460008	S113769106	Traveling	P22	EBIRD	83	4.323		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1462224389	2022-06-18 20:53:23.09745	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-18	20:18:00	obsr100200	S113233213	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1461113907	2022-06-17 10:21:46.900277	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2022-06-17	08:42:00	obsr905658	S113115207	Traveling	P22	EBIRD	98	5.971		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1470435042	2022-06-30 19:56:09.21992	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Greers Chapel Rd NW	L3097205	P	33.9910900	-84.5845000	2022-06-30	18:49:00	obsr307571	S114124642	Stationary	P21	EBIRD	66			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1466029127	2022-06-24 14:19:06.918002	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2022-06-24	08:31:00	obsr905658	S113666756	Traveling	P22	EBIRD	109	5.966		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1464473886	2022-06-21 20:52:47.934295	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-21	20:00:00	obsr100200	S113494626	Traveling	P22	EBIRD	51	0.547		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1457076879	2022-06-11 15:42:38.350462	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Hyde Farm	L11735031	H	33.9651370	-84.3908380	2022-06-11	11:51:00	obsr1542615	S112706691	Traveling	P22	EBIRD	225	7.403		7	1	G8539838	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1463961714	2022-06-21 06:37:57.774117	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Acworth yard	L3799706	P	34.0619550	-84.6762600	2022-06-21	06:15:00	obsr251270	S113417942	Stationary	P21	EBIRD	7			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1457627385	2022-06-12 09:45:21.367998	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Allatoona Creek Park	L988567	H	34.0216486	-84.7171640	2022-06-12	07:57:00	obsr86529	S112764267	Traveling	P22	EBIRD	108	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1451088729	2022-06-04 11:55:57.729552	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-04	10:17:00	obsr100200	S112113232	Traveling	P22	EBIRD	98	1.835		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1463351764	2022-06-20 11:48:20.47856	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-20	08:59:00	obsr100200	S113350474	Traveling	P22	EBIRD	81	1.770		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1463729160	2022-06-20 19:31:15.878669	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			My yard	L301552	P	33.9651224	-84.6660749	2022-06-20	19:05:00	obsr100200	S113392833	Stationary	P21	EBIRD	26			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1470142058	2022-07-02 18:07:12.610152	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-30	10:21:00	obsr100200	S114094391	Traveling	P22	EBIRD	76	1.336		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1457374672	2022-06-11 22:44:02.73114	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Chattahoochee River NRA--Hyde Farm	L11735031	H	33.9651370	-84.3908380	2022-06-11	11:51:00	obsr869691	S112739250	Traveling	P22	EBIRD	225	7.403		7	1	G8539838	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1461837474	2022-06-18 11:51:34.126277	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Cobb	US-GA-067		29			Green Meadows Preserve	L2672010	H	33.9514056	-84.6657515	2022-06-18	11:14:00	obsr100200	S113190420	Stationary	P21	EBIRD	36			1	1		0	1	0				
